"product","substance","quantity","unit"
"OECD Europe, electricity generation mix 1998","Electricity",590,
"OECD Europe, electricity generation mix 1998","Electricity",590653,
"OECD Europe, electricity generation mix 1998","Electricity",70,
"OECD Europe, electricity generation mix 1998","Electricity",907139,
"OECD North America, electricity generation mix 1998","Electricity",0,
"OECD North America, electricity generation mix 1998","Electricity",155452,
"OECD North America, electricity generation mix 1998","Electricity",1976125,
"OECD North America, electricity generation mix 1998","Electricity",21026,
"OECD North America, electricity generation mix 1998","Electricity",266609,
"OECD North America, electricity generation mix 1998","Electricity",2993,
"OECD North America, electricity generation mix 1998","Electricity",32,
"OECD North America, electricity generation mix 1998","Electricity",607797,
"OECD North America, electricity generation mix 1998","Electricity",649713,
"OECD North America, electricity generation mix 1998","Electricity",72210,
"OECD North America, electricity generation mix 1998","Electricity",794900,
"OECD North America, electricity generation mix 1998","Electricity",893,
"OECD Pacific, electricity generation mix 1998","Electricity",0,
"OECD Pacific, electricity generation mix 1998","Electricity",12,
"OECD Pacific, electricity generation mix 1998","Electricity",136831,
"OECD Pacific, electricity generation mix 1998","Electricity",186510,
"OECD Pacific, electricity generation mix 1998","Electricity",25311,
"OECD Pacific, electricity generation mix 1998","Electricity",270768,
"OECD Pacific, electricity generation mix 1998","Electricity",404475,
"OECD Pacific, electricity generation mix 1998","Electricity",422032,
"OECD Pacific, electricity generation mix 1998","Electricity",51352,
"OECD Pacific, electricity generation mix 1998","Electricity",6009,
"OECD Pacific, electricity generation mix 1998","Electricity",67,
"OECD Pacific, electricity generation mix 1998","Electricity",71,
"OECD total, electricity generation mix 1998","Electricity",1034,
"OECD total, electricity generation mix 1998","Electricity",1280305,
"OECD total, electricity generation mix 1998","Electricity",1291618,
"OECD total, electricity generation mix 1998","Electricity",142536,
"OECD total, electricity generation mix 1998","Electricity",14288,
"OECD total, electricity generation mix 1998","Electricity",1480,
"OECD total, electricity generation mix 1998","Electricity",2124071,
"OECD total, electricity generation mix 1998","Electricity",2971253,
"OECD total, electricity generation mix 1998","Electricity",32047,
"OECD total, electricity generation mix 1998","Electricity",537062,
"OECD total, electricity generation mix 1998","Electricity",622,
"OECD total, electricity generation mix 1998","Electricity",660661,
"Oil condensing power plant with support systems","Area",0,
"Oil condensing power plant with support systems","Bauxite",0.01,
"Oil condensing power plant with support systems","Bio fuel",0,
"Oil condensing power plant with support systems","Coal",0,
"Oil condensing power plant with support systems","Copper ore",0,
"Oil condensing power plant with support systems","Heavy oil",2.56,
"Oil condensing power plant with support systems","Iron ore",0.06,
"Oil condensing power plant with support systems","Natural gas",0.02,
"Oil condensing power plant with support systems","Ammonia",0,
"Oil condensing power plant with support systems","Electricity",0,
"Oil condensing power plant with support systems","Electricity",0,
"Oil condensing power plant with support systems","Heavy oil",0.1,
"Oil condensing power plant with support systems","NaOH",0.03,
"Oil electricity energy system, EPD-version","Bauxite",10.7,
"Oil electricity energy system, EPD-version","Chromium in ore",0.92,
"Oil electricity energy system, EPD-version","Copper in ore",4.18,
"Oil electricity energy system, EPD-version","Crude oil",73100,
"Oil electricity energy system, EPD-version","Hard coal",1490,
"Oil electricity energy system, EPD-version","Iron in ore",527,
"Oil electricity energy system, EPD-version","Lead in ore",0.23,
"Oil electricity energy system, EPD-version","Lignite",1230,
"Oil electricity energy system, EPD-version","Limestone",431,
"Oil electricity energy system, EPD-version","Manganese in ore",0.27,
"Oil electricity energy system, EPD-version","Natural gas",6058,
"Oil electricity energy system, EPD-version","Nickel in ore",0.58,
"Oil electricity energy system, EPD-version","Palladium in ore",0,
"Oil electricity energy system, EPD-version","Platinum in ore",0,
"Oil electricity energy system, EPD-version","Rhodium in ore",0,
"Oil electricity energy system, EPD-version","Rock salt",66.3,
"Oil electricity energy system, EPD-version","Uranium in ore",0.08,
"Oil electricity energy system, EPD-version","Water",19300000,
"Oil electricity energy system, EPD-version","Wood",28.6,
"Oil electricity energy system, EPD-version","Zinc in ore",0.03,
"Oil electricity energy system, EPD-version","Metals",0.36,
"Oil electricity energy system, ETH - full version","Area II-III",389,
"Oil electricity energy system, ETH - full version","Area III-IV",111,
"Oil electricity energy system, ETH - full version","Area II-IV",139,
"Oil electricity energy system, ETH - full version","Area IV-IV",1.41,
"Oil electricity energy system, ETH - full version","Area, sea bed II-III",5090,
"Oil electricity energy system, ETH - full version","Area, sea bed II-IV",525,
"Oil electricity energy system, ETH - full version","Barite",320,
"Oil electricity energy system, ETH - full version","Bauxite",10.7,
"Oil electricity energy system, ETH - full version","Bentonite",27.1,
"Oil electricity energy system, ETH - full version","Chromium in ore",0.92,
"Oil electricity energy system, ETH - full version","Clay",72.7,
"Oil electricity energy system, ETH - full version","Copper in ore",4.18,
"Oil electricity energy system, ETH - full version","Crude oil",73.1,
"Oil electricity energy system, ETH - full version","Gravel",1120,
"Oil electricity energy system, ETH - full version","Hydro energy",0.01,
"Oil electricity energy system, ETH - full version","Iron in ore",527,
"Oil electricity energy system, ETH - full version","Lead in ore",0.23,
"Oil electricity energy system, ETH - full version","Lignite",1230,
"Oil electricity energy system, ETH - full version","Limestone",431,
"Oil electricity energy system, ETH - full version","Manganese in ore",0.27,
"Oil electricity energy system, ETH - full version","Mine gas (methane)",10.9,
"Oil electricity energy system, ETH - full version","Natural gas",204,
"Oil electricity energy system, ETH - full version","Natural gas",5000,
"Oil electricity energy system, ETH - full version","Nickel in ore",0.58,
"Oil electricity energy system, ETH - full version","Palladium in ore",0,
"Oil electricity energy system, ETH - full version","Platinum in ore",0,
"Oil electricity energy system, ETH - full version","Rhodium in ore",0,
"Oil electricity energy system, ETH - full version","Rock salt",66.3,
"Oil electricity energy system, ETH - full version","Sand",123,
"Oil electricity energy system, ETH - full version","Stone coal",1490,
"Oil electricity energy system, ETH - full version","Turbine water amount",29200,
"Oil electricity energy system, ETH - full version","Uranium in ore",0.08,
"Oil electricity energy system, ETH - full version","Water",19300000,
"Oil electricity energy system, ETH - full version","Wood",0.03,
"Oil electricity energy system, ETH - full version","Working amount in water storages",121,
"Oil electricity energy system, ETH - full version","Zinc in ore",0.03,
"Oil electricity energy system, ETH - full version","Cobalt",0,
"Oil electricity energy system, ETH - full version","Molybdenum",0,
"Oil electricity energy system, ETH - full version","Rhenium",0,
"Oil electricity energy system, ETH - full version","Silver",0.23,
"Oil electricity energy system, ETH - full version","Tin",0.13,
"Oil filter combustion","Filter Pall HC 8904 FKP 16Z",0.71,
"Operation of large scale waste water treatment plant. ESA-DBP","*Fe",2350,
"Operation of large scale waste water treatment plant. ESA-DBP","*Raw phosphate",3170,
"Operation of large scale waste water treatment plant. ESA-DBP","Bauxite",0.01,
"Operation of large scale waste water treatment plant. ESA-DBP","Bio fuel",2020,
"Operation of large scale waste water treatment plant. ESA-DBP","CO2",1740,
"Operation of large scale waste water treatment plant. ESA-DBP","Copper ore",79,
"Operation of large scale waste water treatment plant. ESA-DBP","Diesel",13.4,
"Operation of large scale waste water treatment plant. ESA-DBP","Gas",-1.29,
"Operation of large scale waste water treatment plant. ESA-DBP","H2SO4",-2930,
"Operation of large scale waste water treatment plant. ESA-DBP","Iron ore",2.55,
"Operation of large scale waste water treatment plant. ESA-DBP","Land use",0.35,
"Operation of large scale waste water treatment plant. ESA-DBP","Lead ore",0.91,
"Operation of large scale waste water treatment plant. ESA-DBP","Limestone",3900,
"Operation of large scale waste water treatment plant. ESA-DBP","Na2CO3-",0.95,
"Operation of large scale waste water treatment plant. ESA-DBP","NaCl",3570,
"Operation of large scale waste water treatment plant. ESA-DBP","NaOH",0.2,
"Operation of large scale waste water treatment plant. ESA-DBP","NH3",0.6,
"Operation of large scale waste water treatment plant. ESA-DBP","Nitric acid",0.29,
"Operation of large scale waste water treatment plant. ESA-DBP","Oil",25.1,
"Operation of large scale waste water treatment plant. ESA-DBP","Uranium ore",46.2,
"Operation of large scale waste water treatment plant. ESA-DBP","Wood",0.18,
"Operation of liquid composting batch process. ESA-DBP","Diesel",25.1,
"Operation of liquid composting batch process. ESA-DBP","Diesel",0.06,
"Operation of liquid composting batch process. ESA-DBP","Electricity",97.3,
"Operation of liquid composting batch process. ESA-DBP","Gas",0.01,
"Operation of liquid composting batch process. ESA-DBP","Peat",0,
"Operation of liquid composting batch process. ESA-DBP","Sand",10500,
"Operation of liquid composting continuous system. ESA-DBP","Diesel",25.1,
"Operation of liquid composting continuous system. ESA-DBP","Diesel",0.06,
"Operation of liquid composting continuous system. ESA-DBP","Electricity",126,
"Operation of liquid composting continuous system. ESA-DBP","Gas",0.01,
"Operation of liquid composting continuous system. ESA-DBP","Peat",0,
"Operation of liquid composting continuous system. ESA-DBP","Sand",10500,
"Operation of small-scale waste water treatment plant. ESA-DBP","Water",8140,
"Operation of small-scale waste water treatment plant. ESA-DBP","Diesel",22.5,
"Operation of small-scale waste water treatment plant. ESA-DBP","Electricity",113,
"Operation of small-scale waste water treatment plant. ESA-DBP","Gas",1.27,
"Operation of small-scale waste water treatment plant. ESA-DBP","Oil",1.17,
"Operation of small-scale waste water treatment plant. ESA-DBP","Rock salt",2260,
"Operation of small-scale waste water treatment plant. ESA-DBP","*Fe",2320,
"Operation of small-scale waste water treatment plant. ESA-DBP","Iron ore",5600,
"Operation of small-scale waste water treatment plant. ESA-DBP","Lime",1.09,
"Operation of small-scale waste water treatment plant. ESA-DBP","Na2CO3-",0.6,
"Operation of the sewage sludge and septage treatment system - central treatment option. ESA-DBP","Diesel",6.6,
"Operation of the sewage sludge and septage treatment system - central treatment option. ESA-DBP","Electricity",1.9,
"Operation of the sewage sludge and septage treatment system - central treatment option. ESA-DBP","Oil",1.36,
"Operation of the sewage sludge and septage treatment system - central treatment option. ESA-DBP","Gas",1.02,
"Operation of the sewage sludge and septage treatment system - central treatment option. ESA-DBP","Raw sludge",0.25,
"Operation of the sewage sludge and septage treatment system - central treatment option. ESA-DBP","Septage",0.75,
"Operation of the sewage sludge and septage treatment system - local treatment option. ESA-DBP","Diesel",2.97,
"Operation of the sewage sludge and septage treatment system - local treatment option. ESA-DBP","Electricity",8.6,
"Operation of the sewage sludge and septage treatment system - local treatment option. ESA-DBP","Gas",0.44,
"Operation of the sewage sludge and septage treatment system - local treatment option. ESA-DBP","Oil",0.36,
"Operation of the sewage sludge and septage treatment system - local treatment option. ESA-DBP","Peat",0.88,
"Operation of the sewage sludge and septage treatment system - local treatment option. ESA-DBP","Raw sludge",0.25,
"Operation of the sewage sludge and septage treatment system - local treatment option. ESA-DBP","Septage",0.75,
"Operation of waste water treatment plant with urine and sludge separation . ESA-DBP","*Fe",1150,
"Operation of waste water treatment plant with urine and sludge separation . ESA-DBP","*Raw phosphate",-3990,
"Operation of waste water treatment plant with urine and sludge separation . ESA-DBP","Bauxite",0,
"Operation of waste water treatment plant with urine and sludge separation . ESA-DBP","Bio fuel",1810,
"Operation of waste water treatment plant with urine and sludge separation . ESA-DBP","CO2",1650,
"Operation of waste water treatment plant with urine and sludge separation . ESA-DBP","Copper ore",70.9,
"Operation of waste water treatment plant with urine and sludge separation . ESA-DBP","Diesel",13.3,
"Operation of waste water treatment plant with urine and sludge separation . ESA-DBP","Gas",-24,
"Operation of waste water treatment plant with urine and sludge separation . ESA-DBP","H2SO4",-3690,
"Operation of waste water treatment plant with urine and sludge separation . ESA-DBP","Iron ore",2.29,
"Operation of waste water treatment plant with urine and sludge separation . ESA-DBP","Land use",0.31,
"Operation of waste water treatment plant with urine and sludge separation . ESA-DBP","Lead ore",0.82,
"Operation of waste water treatment plant with urine and sludge separation . ESA-DBP","Limestone",3690,
"Operation of waste water treatment plant with urine and sludge separation . ESA-DBP","Na2CO3-",0.46,
"Operation of waste water treatment plant with urine and sludge separation . ESA-DBP","NaCl",1740,
"Operation of waste water treatment plant with urine and sludge separation . ESA-DBP","NaOH",0.18,
"Operation of waste water treatment plant with urine and sludge separation . ESA-DBP","NH3",0.54,
"Operation of waste water treatment plant with urine and sludge separation . ESA-DBP","Nitric acid",0.26,
"Operation of waste water treatment plant with urine and sludge separation . ESA-DBP","Oil",21.1,
"Operation of waste water treatment plant with urine and sludge separation . ESA-DBP","Uranium ore",41.5,
"Operation of waste water treatment plant with urine and sludge separation . ESA-DBP","Wood",0.16,
"Operation on desiccant cooling system - a technology in air conditioning. ESA-DBP","Coal in ground",17100,
"Operation on desiccant cooling system - a technology in air conditioning. ESA-DBP","Oil in the ground",713,
"Operation on train bearings - train type &rsquo;Regina&rsquo;. ESA-DBP","Electricity (non-accounted)",6150,
"Operation on train bearings - train type &rsquo;X1&rsquo;. ESA-DBP","Electricity",6740,
"Operation on train bearings - train type &rsquo;X10&rsquo;. ESA-DBP","Electricity (non-accounted)",8990,
"Ore-based steel production","Additives",5.04,
"Ore-based steel production","Alloy materials",50.5,
